"gaptext","date","gap_open","gap_high","gap_low","gap_close","gap_volume","gap_adj_close","ny_snow","ny_mean_temp","ny_max_temp","ny_min_temp","la_snow","la_mean_temp","la_max_temp","la_min_temp","chi_snow","chi_mean_temp","chi_max_temp","chi_min_temp","hou_snow","hou_mean_temp","hou_max_temp","hou_min_temp","unemployment"
"@strawbeefull Call us at 1-800-GAPSTYLE or email custserv@gap.com.  Thanks!",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@timmydougg Hi, we book models through local agencies. Thanks for your interest.",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@jsonbecker So sorry to hear this. Please call so we can help with this. Thanks for reaching out so we can make it right. 1-800-GAPSTYLE",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@rochers Sorry for the inconvenience during your visit. We have shared this with the leaders over the Emeryville store.  Thanks!",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@teorishaw_  We are sorry to hear this. We have shared this with the area leaders for the Dedham location.  Thanks!",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@Erin2bFit We hate to hear this. Please call us so we can get more details.  Thanks! 1-800-GAPSTYLE",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@JulieJuleswal So sorry to hear this. Give us a call so we can get more info.  Thanks!",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@Theemstiffany Sorry for this inconvenience.  Which location were you visiting?  Thanks!",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@f9_95_ Please call us with your order number and we can help.  1-800-GapStyle",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@dhois70 We are sorry to hear you had a bad experience. Give us a call and we can help with more return options.  Thanks!",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@ab__johnson You can track the package with the tracking number from your return, or call us and we can see if it is in our system yet. Thx",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@robbiecarr12 Hello Robbie, give us a call so we can see what happened.  We are happy to help.",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@ab__johnson Usually a return takes 7-10 days. You may want to check the tracking on the return package.",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@M_Caroline_J Sorry for this experience.  Can you tell us where you were shopping?  We want to follow up with the store.",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@Deb_Rosenthal we change our promotions to keep the shopping experience fun and exciting. Sorry for any disappointment.",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@KAS_712 Call Synchrony Bank at 1-877-363-3136. They manager the credit card accounts.  Thanks!",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@zekemaster88 direct you questions to  jobs@gap.com.  Thanks!",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"Cabin fever isn't so bad in beautiful Vermont. #gaplove 

Shop the sweater: https://t.co/DlRgQWbEYw https://t.co/MQnC57DDh0",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@Michelle_Fit_ We appreciate you writing. It will help to have the details.  We will watch for your correspondence. Thanks!",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@NicholaConnolly Returns with a gift receipt will be put on a gift card.  Thanks for asking.",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@TheAsherBailey We hate to hear this. Please email us at custserv@gap.com so we can help.  Thanks!",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"@enkhtshn Give us a call, we can help. 1-800-GAPSTYLE.",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"Today is the day... to make something happen. #Gapisms

See more inspiration on @Pinterest: https://t.co/xfb214ZxXr https://t.co/LVGgv1PvR9",2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"From errands to workout to brunch, GapFit for men is here. Shop in select stores or at https://t.co/uSxbQ2tXIV https://t.co/Vm0a0K5kbS",2016-01-09,NA,NA,NA,NA,NA,NA,0,44,47,40,0,53,60,46,1,36,44,27,0,52,62,42,4.9
"Weekend-ready in a classic color combo.

Shop black and white stripes: https://t.co/J3Wmrda8Uf https://t.co/Dv2iLdrK6p",2016-01-08,25.040001,25.290001,22.629999,22.91,17615700,22.731137,0,39,46,31,0,53,62,44,0,39,42,36,0,59,68,50,4.9
"@ATLSAHM The store can match the price if they are the same style, different color or size. Call us at 800-GAP-STYLE so we can get more info",2016-01-08,25.040001,25.290001,22.629999,22.91,17615700,22.731137,0,39,46,31,0,53,62,44,0,39,42,36,0,59,68,50,4.9
"@NeiICJones We're sorry to hear this. Feel free to call us at 800-GAP-STYLE so we can go over your exchange options. Thanks!",2016-01-08,25.040001,25.290001,22.629999,22.91,17615700,22.731137,0,39,46,31,0,53,62,44,0,39,42,36,0,59,68,50,4.9
"@Stresbo We're sorry to hear this. We can honor the original price if you're exchanging for the same style in a different color or size.",2016-01-08,25.040001,25.290001,22.629999,22.91,17615700,22.731137,0,39,46,31,0,53,62,44,0,39,42,36,0,59,68,50,4.9
"@smfenn Gap was launched in 1969. At that time the term Generation Gap was popular and it is named from that.",2016-01-08,25.040001,25.290001,22.629999,22.91,17615700,22.731137,0,39,46,31,0,53,62,44,0,39,42,36,0,59,68,50,4.9
"@VANILLAVVV @Michelle_Fit_  Are you waiting for a call from leadership? Did they give you a case number? We are  happy to follow up on this.",2016-01-08,25.040001,25.290001,22.629999,22.91,17615700,22.731137,0,39,46,31,0,53,62,44,0,39,42,36,0,59,68,50,4.9
"@Mattydom We're sorry to hear this. Can you give us your order number so we can check on the current status? Thanks!",2016-01-08,25.040001,25.290001,22.629999,22.91,17615700,22.731137,0,39,46,31,0,53,62,44,0,39,42,36,0,59,68,50,4.9
"@Klwhite1985 We do our best to restock popular products. We'll share your feedback with our merchandising teams so they're aware. Thanks!",2016-01-08,25.040001,25.290001,22.629999,22.91,17615700,22.731137,0,39,46,31,0,53,62,44,0,39,42,36,0,59,68,50,4.9
"@MissAishaU We're sorry to see this. The email should be fine, but please ask them to call us at 800-GAP-STYLE if there's an issue. Thanks!",2016-01-08,25.040001,25.290001,22.629999,22.91,17615700,22.731137,0,39,46,31,0,53,62,44,0,39,42,36,0,59,68,50,4.9
"@aw817 We're sorry to hear this. Can you send us an email with the details of your issue along with your contact info? We're happy to help!",2016-01-08,25.040001,25.290001,22.629999,22.91,17615700,22.731137,0,39,46,31,0,53,62,44,0,39,42,36,0,59,68,50,4.9
"@QuoththeRavenSA We're sorry to hear this. We'll notify the store's leadership so it can be addressed. Thanks for letting us know!",2016-01-08,25.040001,25.290001,22.629999,22.91,17615700,22.731137,0,39,46,31,0,53,62,44,0,39,42,36,0,59,68,50,4.9
"@nanimal43 Oh no! Can you let us know which store you visited so we can share with their leadership? Thanks!",2016-01-08,25.040001,25.290001,22.629999,22.91,17615700,22.731137,0,39,46,31,0,53,62,44,0,39,42,36,0,59,68,50,4.9
"@Poppalo1408 We're sorry to hear this. We'll share your feedback with the store's leadership team so it can be addressed. Thanks!",2016-01-08,25.040001,25.290001,22.629999,22.91,17615700,22.731137,0,39,46,31,0,53,62,44,0,39,42,36,0,59,68,50,4.9
".@basakmericyazar keeps cozy in her favorite @Gap puffer vest and hat. #StyldBy

See more: https://t.co/ahAHEpC8jw https://t.co/47di8W6arI",2016-01-07,24.85,26.799999,24.809999,26.74,11851000,26.531235,0,39,46,31,0,52,59,45,0,40,43,36,0,60,69,51,4.9
"@ThrobAndGuzzle Absolutely! You can sign up by visiting https://t.co/09gUyCApkV and scrolling to the bottom of the page. Thanks!",2016-01-07,24.85,26.799999,24.809999,26.74,11851000,26.531235,0,39,46,31,0,52,59,45,0,40,43,36,0,60,69,51,4.9
"@DaveWatchers We're sorry to hear this. We'll notify the store's leadership so your concerns can be addressed. Thanks for sharing!",2016-01-07,24.85,26.799999,24.809999,26.74,11851000,26.531235,0,39,46,31,0,52,59,45,0,40,43,36,0,60,69,51,4.9
"@detroitshoegirl We're sorry to hear this. Please call us at 800-GAP-STYLE so we can help place an exchange order. Thanks!",2016-01-07,24.85,26.799999,24.809999,26.74,11851000,26.531235,0,39,46,31,0,52,59,45,0,40,43,36,0,60,69,51,4.9
"@shellrodd1922 Sorry to hear this. Feel free to bring them to your local Gap store and a manager will be happy to go over your options.",2016-01-07,24.85,26.799999,24.809999,26.74,11851000,26.531235,0,39,46,31,0,52,59,45,0,40,43,36,0,60,69,51,4.9
"@JamesWrightTV Our styles are constantly changing based on customer feedback. We'll share your feedback with our merchandising leaders.",2016-01-07,24.85,26.799999,24.809999,26.74,11851000,26.531235,0,39,46,31,0,52,59,45,0,40,43,36,0,60,69,51,4.9
"@Jennytse Thanks, we show that Denim Jacket is still available. You can call us at 800-GAP-STYLE so we can make an exchange order. Thanks!",2016-01-07,24.85,26.799999,24.809999,26.74,11851000,26.531235,0,39,46,31,0,52,59,45,0,40,43,36,0,60,69,51,4.9
"@BanInfluencer We're sorry to hear this. We'll share it with the store's leadership so it can be addressed. Thanks for sharing!",2016-01-07,24.85,26.799999,24.809999,26.74,11851000,26.531235,0,39,46,31,0,52,59,45,0,40,43,36,0,60,69,51,4.9
"@stylishsenorita We're sorry to hear this. Can you give us a call at 800-GAP-STYLE so we can go over your options? Thanks!",2016-01-07,24.85,26.799999,24.809999,26.74,11851000,26.531235,0,39,46,31,0,52,59,45,0,40,43,36,0,60,69,51,4.9
"@lexiilexx__ We're sorry to see this. Can you let us know which store you visited so we can share with their leadership? Thanks!",2016-01-07,24.85,26.799999,24.809999,26.74,11851000,26.531235,0,39,46,31,0,52,59,45,0,40,43,36,0,60,69,51,4.9
"Embrace your individuality. #Gapisms https://t.co/pCGwCTMxcR",2016-01-07,24.85,26.799999,24.809999,26.74,11851000,26.531235,0,39,46,31,0,52,59,45,0,40,43,36,0,60,69,51,4.9
"@TheRealZahava We hate to hear this. Take it to the store and meet with manager.  They can help. Thanks",2016-01-06,25.91,26.280001,25.07,25.290001,6894700,25.092557,0,33,41,25,0,52,58,46,0,32,39,25,0,49,58,40,4.9
"@Jennytse Sorry to hear this Jenny. With your order number we can see if the item is still available to send to her.  We would like to help.",2016-01-06,25.91,26.280001,25.07,25.290001,6894700,25.092557,0,33,41,25,0,52,58,46,0,32,39,25,0,49,58,40,4.9
"Winter break calls for endless cups of hot chocolate and warm sweaters. Shop cozy knits: https://t.co/QKzpPlzYyl https://t.co/rGmegJgSt7",2016-01-06,25.91,26.280001,25.07,25.290001,6894700,25.092557,0,33,41,25,0,52,58,46,0,32,39,25,0,49,58,40,4.9
"@carigelkins Oh no! Can you let us know which store you visited so we can share this with their leadership teams? Thanks!",2016-01-05,25.549999,26.43,25.43,26.280001,11496400,26.074828,0,20,29,11,0,54,59,49,0,28,34,21,0,45,55,34,4.9
"@MumaMiah We're sorry to see this. Feel free to bring it to your local Gap store and speak with a manager. They'll be happy to assist you.",2016-01-05,25.549999,26.43,25.43,26.280001,11496400,26.074828,0,20,29,11,0,54,59,49,0,28,34,21,0,45,55,34,4.9
"From walking her pup to cycling class, @spingalnichelle is all set in GapFit. 

See more: https://t.co/ahAHEpC8jw https://t.co/bXOe7B95H3",2016-01-05,25.549999,26.43,25.43,26.280001,11496400,26.074828,0,20,29,11,0,54,59,49,0,28,34,21,0,45,55,34,4.9
"@JAndrews2811 You can reach us at custserv@gap.co.uk or at 0800 368 0674.  Thanks, Gap",2016-01-05,25.549999,26.43,25.43,26.280001,11496400,26.074828,0,20,29,11,0,54,59,49,0,28,34,21,0,45,55,34,4.9
"@zinny_minaj We're sorry to hear this. Feel free to bring them to your local Gap store and a manager will be happy to assist with this.",2016-01-05,25.549999,26.43,25.43,26.280001,11496400,26.074828,0,20,29,11,0,54,59,49,0,28,34,21,0,45,55,34,4.9
"@SFGal823 We recommend partnering with a store manager about this. They'll be happy to go over your options. Thanks!",2016-01-05,25.549999,26.43,25.43,26.280001,11496400,26.074828,0,20,29,11,0,54,59,49,0,28,34,21,0,45,55,34,4.9
"@Jennytse We're concerned to hear about this. Please give us a call at 800-GAP-STYLE so we can get more information. Thanks!",2016-01-05,25.549999,26.43,25.43,26.280001,11496400,26.074828,0,20,29,11,0,54,59,49,0,28,34,21,0,45,55,34,4.9
"@JakeMessner We're sorry to hear about this. We'll share your feedback with our online leaders so they're aware. Thanks!",2016-01-05,25.549999,26.43,25.43,26.280001,11496400,26.074828,0,20,29,11,0,54,59,49,0,28,34,21,0,45,55,34,4.9
"@benjaminparry We're sorry to hear this. We'll share your feedback with our online leaders so they're aware. Thanks!",2016-01-05,25.549999,26.43,25.43,26.280001,11496400,26.074828,0,20,29,11,0,54,59,49,0,28,34,21,0,45,55,34,4.9
"@JAndrews2811 Feel free to call us at 800-GAP-STYLE and we can check nationwide for availability. Thanks!",2016-01-05,25.549999,26.43,25.43,26.280001,11496400,26.074828,0,20,29,11,0,54,59,49,0,28,34,21,0,45,55,34,4.9
"@JAndrews2811 This means it's sold out online. Try contacting your local Gap store to see if it's available. Thanks!",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@MaryFisherman Can you give us more information about the contest your are asking about?  We are unaware of a current contest.",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@Aaronwillis7 Oops, sorry. You can call toll free from inside the UK at 0800 368 0674.  Thanks",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@Zac_Ibs We show you mentioned the Oxford Street, London location.  Is that correct?",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@JAndrews2811 The style # is on the tags for the jeans. it is usually six digits followed by two more. (s/ 123456 12)",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@moshinalyas We are sorry to hear this. please call us at 0800 368 0674.  We want to see how we can help.  Thanks",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@ricardo_hart We hate to hear this. Take them to the store and meet with manager. If they see they're defective, they can help. Thanks",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@y0eva So sorry to hear how disappointed you are with the store.  We have made this available to district leadership for you.",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@Irene_Palma So sorry the condition of the store.  We have made this available to district leadership for you. Thx for your feedback!",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@Mariedeleon22 We want to help, but don't have enough context to know what happened. Please call 1-800-GAPSTYLE so we can look into this.",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@jessicajo86 Thanks for this suggestion. We have shared it with the design team for you. Great feedback!",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@tbiz_1 We hate to hear this. Take them to the store and meet with manager. If they see they're defective, they can help. Thanks",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@cjseashells So sorry, please reach out to the manager at the location for help. they are empowered to correct any mistakes that they find.",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@Michelle_Fit_ So sorry but we cannot find the original Tweet regarding this experience. Please call us at 1-800-GAPSTYLE so we can help.",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@westleew So sorry. Please give us a call so we can help with this. We want make this right for you.  Thanks! 1-800-GAPSTYLE",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@AshleyCLynch Thanks for calling this out. We have shared it with the design team for you. Great feedback!",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@SonjaSonjawilk Sorry to disappoint with our return policy. We will share this feedback with leadership for you.  Thanks for reaching out.",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@Chief275 We are so sorry to hear this. We have shared this with store leadership. Hope you visit again to see you made a difference.",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@matt_novalany Thanks for this suggestion. We have shared it with the Store Operations team for you. Great feedback!",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"@thenighttrain We hate to hear this. We have shared this with store leadership. Hope you visit again to see you made a difference.",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"Readying ourselves for the week with a large dose of caffeine and the coziest @Gap sweater. #gaplove https://t.co/MilU1wU7gP",2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"New year, new gear! Shop #GapFit for men in select stores or at https://t.co/uSxbQ2tXIV https://t.co/vLaGRuBu2M",2016-01-01,NA,NA,NA,NA,NA,NA,0,38,42,34,0,54,64,43,1,26,31,20,0,48,51,45,4.9
"Happy 2016! May it be the best year yet. https://t.co/w8d8YCs79b",2016-01-01,NA,NA,NA,NA,NA,NA,0,38,42,34,0,54,64,43,1,26,31,20,0,48,51,45,4.9
"One more cup of hot cocoa before those New Year's resolutions kick in. #gaplove https://t.co/0OdUkZGfZt",2015-12-31,25.18,25.209999,24.700001,24.700001,3451400,24.278959,0,45,48,42,0,53,65,41,1,27,29,24,0,51,55,47,5
"@cigarssh Sorry to hear this. We'll share your feedback with the store's leadership so they can address it. Thanks for letting us know!",2015-12-31,25.18,25.209999,24.700001,24.700001,3451400,24.278959,0,45,48,42,0,53,65,41,1,27,29,24,0,51,55,47,5
"Share the #gaplove.

Shop cold weather accessories: https://t.co/WRP3XBg20g https://t.co/Os0r153QOX",2015-12-31,25.18,25.209999,24.700001,24.700001,3451400,24.278959,0,45,48,42,0,53,65,41,1,27,29,24,0,51,55,47,5
"@BorakaHeather Perfect! We'll share it with Monique's supervisor so she can be recognized. Thanks!",2015-12-31,25.18,25.209999,24.700001,24.700001,3451400,24.278959,0,45,48,42,0,53,65,41,1,27,29,24,0,51,55,47,5
"@SHIRLEYYTEE It can take up to 10 business days depending on the bank. Please call us at 800-GAP-STYLE if you don't see it. Thanks!",2015-12-31,25.18,25.209999,24.700001,24.700001,3451400,24.278959,0,45,48,42,0,53,65,41,1,27,29,24,0,51,55,47,5
"@DavidIwanski1 Absolutely! Give us a call at 800-GAP-STYLE and we can search nationwide. Thanks!",2015-12-31,25.18,25.209999,24.700001,24.700001,3451400,24.278959,0,45,48,42,0,53,65,41,1,27,29,24,0,51,55,47,5
"@jacobmruff Sorry to hear this. Take them to your local Gap store and a manager will be happy to go over your options. Thanks!",2015-12-31,25.18,25.209999,24.700001,24.700001,3451400,24.278959,0,45,48,42,0,53,65,41,1,27,29,24,0,51,55,47,5
"@cafeaulait7476 Sorry to hear this. We'll share your feedback with our online leaders so they can keep it in mind going forward. Thanks!",2015-12-31,25.18,25.209999,24.700001,24.700001,3451400,24.278959,0,45,48,42,0,53,65,41,1,27,29,24,0,51,55,47,5
"@Zac_Ibs Sorry to hear this. We'll share your feedback with the store's leadership so it can be addressed. Thanks, Gap",2015-12-31,25.18,25.209999,24.700001,24.700001,3451400,24.278959,0,45,48,42,0,53,65,41,1,27,29,24,0,51,55,47,5
"@acito Oh no! Feel free to bring them to your local Gap store and a manager will be happy to assist you. Thanks!",2015-12-31,25.18,25.209999,24.700001,24.700001,3451400,24.278959,0,45,48,42,0,53,65,41,1,27,29,24,0,51,55,47,5
"@flecksOFlex Perfect! We'll share it with the store's leadership so they can be recognized. Thanks for shopping with us!",2015-12-31,25.18,25.209999,24.700001,24.700001,3451400,24.278959,0,45,48,42,0,53,65,41,1,27,29,24,0,51,55,47,5
"@smithclementine Sorry to hear about this. We'll share your comments with this store so we can improve.",2015-12-30,25.620001,25.83,25.190001,25.24,3291300,24.809753,0,43,48,38,0,52,62,41,1,30,31,28,0,53,57,48,5
"@bbvong Thanks for letting us know about this. We'll pass your concerns on to the appropriate parties.",2015-12-30,25.620001,25.83,25.190001,25.24,3291300,24.809753,0,43,48,38,0,52,62,41,1,30,31,28,0,53,57,48,5
"Dubai winter mornings call for extra layers for editor @millimidwood. #StyldBy

See more: https://t.co/ahAHEpC8jw https://t.co/6CwMQOlvEb",2015-12-30,25.620001,25.83,25.190001,25.24,3291300,24.809753,0,43,48,38,0,52,62,41,1,30,31,28,0,53,57,48,5
"@BorakaHeather Thanks for your compliments. Can we please get your order number so we can recognize the correct associate?",2015-12-30,25.620001,25.83,25.190001,25.24,3291300,24.809753,0,43,48,38,0,52,62,41,1,30,31,28,0,53,57,48,5
"@JamieSolus Sorry to see this happened with your order. It looks like we do have the pants available. Plz call us for an easy exchange.",2015-12-30,25.620001,25.83,25.190001,25.24,3291300,24.809753,0,43,48,38,0,52,62,41,1,30,31,28,0,53,57,48,5
"Introducing #GapFit for Men: new high performance gear. Available in select stores and at https://t.co/uSxbQ2tXIV https://t.co/UTMleIEg7l",2015-12-29,25.33,25.870001,25.24,25.629999,3406000,25.193105,0,40,46,34,0,51,61,41,1,36,41,31,0,47,52,41,5
"@WikeMalsh We're sorry to hear this. We'll share it with the store's leadership so it can be addressed. Thanks for letting us know!",2015-12-29,25.33,25.870001,25.24,25.629999,3406000,25.193105,0,40,46,34,0,51,61,41,1,36,41,31,0,47,52,41,5
"@flecksOFlex We're happy to hear this! Can you let us know which store you visited so we can share with their leadership? Thanks!",2015-12-29,25.33,25.870001,25.24,25.629999,3406000,25.193105,0,40,46,34,0,51,61,41,1,36,41,31,0,47,52,41,5
"@smithclementine We're sorry to hear this. Can you let us know which store you visited when you tried to return it? We're happy to help!",2015-12-29,25.33,25.870001,25.24,25.629999,3406000,25.193105,0,40,46,34,0,51,61,41,1,36,41,31,0,47,52,41,5
"@jolovescake Sorry for the confusion. Pricing can vary between our stores and online. Thanks for contacting us!",2015-12-29,25.33,25.870001,25.24,25.629999,3406000,25.193105,0,40,46,34,0,51,61,41,1,36,41,31,0,47,52,41,5
"@alex_lee_28 We're sorry to hear that one of the packages was late. We'll share your feedback with our online leaders so they're aware.",2015-12-29,25.33,25.870001,25.24,25.629999,3406000,25.193105,0,40,46,34,0,51,61,41,1,36,41,31,0,47,52,41,5
"@KrissOfValnor The tracking information for the packages shows they were all delivered within the promised timeframe. Sorry for the trouble.",2015-12-29,25.33,25.870001,25.24,25.629999,3406000,25.193105,0,40,46,34,0,51,61,41,1,36,41,31,0,47,52,41,5
"@MiSovran We're sorry to see it was delayed. The tracking shows it's scheduled for delivery today. Thanks for shopping with us!",2015-12-29,25.33,25.870001,25.24,25.629999,3406000,25.193105,0,40,46,34,0,51,61,41,1,36,41,31,0,47,52,41,5
"@bbvong We're sorry to see this. Can you let us know which store you visited so we can share with their leadership? Thanks!",2015-12-29,25.33,25.870001,25.24,25.629999,3406000,25.193105,0,40,46,34,0,51,61,41,1,36,41,31,0,47,52,41,5
"@LaurenEmmaaa_x Hi there, the store wouldn't need your receipt to return a defective item. Thanks for letting us know!",2015-12-29,25.33,25.870001,25.24,25.629999,3406000,25.193105,0,40,46,34,0,51,61,41,1,36,41,31,0,47,52,41,5
"@hobbyshoney Hi there, give us a call at 800-GAP-STYLE or email us at custserv@gap.com. We're happy to help!",2015-12-29,25.33,25.870001,25.24,25.629999,3406000,25.193105,0,40,46,34,0,51,61,41,1,36,41,31,0,47,52,41,5
"@stevensharpejr Sorry to hear this. Feel free to bring them to your local Gap store at any time and a manager will be happy to help. Thanks!",2015-12-28,25.25,25.379999,24.889999,25.1,3331400,24.67214,0,40,46,34,0,48,58,37,1,37,42,32,0,46,51,40,5
"@reynosophoto Happy to hear this! We'll make it available to the store's leadership so they can be recognized. Thanks for shopping with us!",2015-12-28,25.25,25.379999,24.889999,25.1,3331400,24.67214,0,40,46,34,0,48,58,37,1,37,42,32,0,46,51,40,5
"@ElijahIsMe It looks like it's on a clearance price so we may not be getting them restocked. Sorry for any disappointment this may cause.",2015-12-28,25.25,25.379999,24.889999,25.1,3331400,24.67214,0,40,46,34,0,48,58,37,1,37,42,32,0,46,51,40,5
"@deannasland We're sorry to hear this. We'll share it with the store's leadership so the service can be addressed. Thanks for sharing!",2015-12-28,25.25,25.379999,24.889999,25.1,3331400,24.67214,0,40,46,34,0,48,58,37,1,37,42,32,0,46,51,40,5
"@JasonConnersDad We can, however, it's not a guarantee. Bring the credit or debit card you used on the purchase and the store can try.",2015-12-28,25.25,25.379999,24.889999,25.1,3331400,24.67214,0,40,46,34,0,48,58,37,1,37,42,32,0,46,51,40,5
"@martykolls Sorry to see this. Feel free to call us at 800-GAP-STYLE and we'll be happy to help with this. Thanks for letting us know!",2015-12-28,25.25,25.379999,24.889999,25.1,3331400,24.67214,0,40,46,34,0,48,58,37,1,37,42,32,0,46,51,40,5
"@Plasterium We're sorry to hear this. Please call us at 0800 368 0674 so we can go over your options. Thanks, Gap",2015-12-28,25.25,25.379999,24.889999,25.1,3331400,24.67214,0,40,46,34,0,48,58,37,1,37,42,32,0,46,51,40,5
